Station Name,Agency Name,State Name,District,Basin Name,Sub Basin Name,Date Collection,Longitude,Latitude,k,cl,ca,hco3,mg,f,ph_gen,Level (m),,Potash,ph,Crop
Biccodu A,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.86361111,13.07777778,15,78,96,293,24,1.38,8.29,NaN,,19,7.272427638,lentil
Bidar1,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2020,77.52361111,17.91333333,11.2,96,36,153,20.57,1.56,8.44,4.55,,19,5.962001484,lentil
Bidurmalai Koppalu,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.03888889,12.76805556,14,75,40,281,66,1.45,8.9,NaN,,20,7.080506001,lentil
Bilgi1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.79722222,14.3625,7.4,19,12,50,7.26,0.33,9.55,NaN,,22,6.593798387,lentil
Bindiganavale,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.63611111,12.87805556,53,58,10,123,24.32,1.16,9.99,NaN,,25,7.28805662,lentil
Bittangala,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,75.84333333,12.16722222,0.36,34,60,210,31.616,0.249503,8.2,NaN,,18,7.32710972,lentil
Bolashettihal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2020,76.50722222,16.39055556,3.4,113.6,38,152.5,24.32,1.88,7.814,NaN,,15,6.366355781,lentil
Bomanhal,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2020,76.34444444,16.07222222,69.5,376.3,60,500.2,70.412,3.4,8.208,NaN,,22,7.011121216,lentil
Bommenanahalli,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Lower,2020,76.26166667,14.21916667,96.2,159.75,44,384.3,38.848,0.66,8.074,6.95,,17,6.280725549,lentil
Borgi,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2020,77.04027778,18.03111111,19,139,36,262,31.46,0.61,8.73,NaN,,19,7.621494566,lentil
Brahmavara,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.74416667,13.43555556,0.8,21.3,4,42.7,1.21,0.0550459,7.606,NaN,,15,7.630424083,lentil
Budikote,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Ponnaiyar and other,2020,78.13166667,12.90527778,5.3,237.85,44,164.7,42.35,0.5,8.5,NaN,,15,7.802212437,lentil
Bydarahalli,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.755,12.50333333,0.61,167,22,244,42.56,1.16,8.29,NaN,,38,5.922935513,pomegranate
Chandavar,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.47916667,14.4,1.4,39,10,132,4.84,0.49,8.03,NaN,,37,5.937649578,pomegranate
Chattahalli,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.83611111,12.36527778,1.88,41,300,198,15.808,0.44,8.2,NaN,,36,6.804781106,pomegranate
Cheerambane,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.91805556,12.4375,1.4,17.75,50,87,14.592,0.17,7.7,NaN,,39,6.424670614,pomegranate
Cheyyandane,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.69166667,12.22777778,0.65,21.3,84,95,14.592,0.0467817,7.9,NaN,,38,6.738016221,pomegranate
Chikapalya,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.76972222,12.40861111,0.92,67.45,12,252,34.048,1.07,9.14,NaN,,38,6.497366677,pomegranate
Chikbergi,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2020,76.50555556,15.75833333,11.8,220.1,60,457.5,70.412,0.87,7.663,NaN,,38,6.327673765,pomegranate
Chikkahonakuni,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2020,76.99166667,16.06666667,2.8,78.1,48,384.3,19.424,7.9,8.515,NaN,,40,6.36137446,pomegranate
Chikksarur,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2020,76.63722222,16.11083333,6.7,255.6,96,183,104.404,1.2,8.154,NaN,,41,6.923509371,pomegranate
Chinamgeri,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.57305556,17.21583333,2.2,71,24,268.4,51.072,1.26,7.86,NaN,,38,6.630646083,pomegranate
Chincherki,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2020,76.78805556,16.20111111,2.6,39.05,60,475.8,43.704,2.1,8.168,NaN,,36,5.832525853,pomegranate
Chitapur A,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,77.06972222,17.11666667,2.6,85.2,36,280.6,26.752,1.56,7.856,NaN,,41,6.738993954,pomegranate
Chitradurga1,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Lower,2020,76.4,14.21666667,24.3,81.65,28,353.8,33.992,1.69,7.614,NaN,,37,5.782435567,pomegranate
Choudepur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.54166667,17.24166667,11,482.8,152,195.2,138.624,0.69,7.798,NaN,,41,6.537042717,pomegranate
Dandeli Dw,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.62583333,15.24194444,2.4,28.4,40,176.9,8.47,0.53,7.92,NaN,,40,6.145104401,pomegranate
Deevalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.55416667,14.41694444,2.6,24.85,10,152.5,15.73,0.21,8.24,NaN,,42,6.890784045,pomegranate
Devarakolli,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,75.63944444,12.44944444,1.68,35.5,54,65,3.648,0.25,8.2,NaN,,41,7.175344328,pomegranate
Devarayasamudra,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2020,78.3,13.12361111,33,220.1,50,164.7,26.62,1.86,8.91,NaN,,42,5.938528744,pomegranate
Devegowdana Koppalu,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.69444444,12.4975,12.12,113.6,30,288,34.048,1.18,7.933,NaN,,38,5.709380472,pomegranate
Dhareshwara,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.41194444,14.36833333,1.8,17.75,6,72,13.31,0,7.77,NaN,,44,6.184400085,pomegranate
Dibbanagal,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.53055556,14.26388889,6.4,42.6,38,115,14.52,0,8.16,NaN,,40,6.553509673,pomegranate
Dogganal,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2020,76.07361111,14.03194444,8.2,301.75,22,146.4,66.77,0.73,8.364,NaN,,45,5.885638185,pomegranate
Dongargaon,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2020,77.25833333,18.25833333,2.3,21.3,30,122,24.2,0.88,8.56,NaN,,44,6.143874691,pomegranate
Dummi,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2020,76.08333333,14.05,514.6,553.8,22,305,93.478,0.83,8.326,NaN,,39,6.101198974,pomegranate
Ekamba,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2020,77.37222222,18.28055556,10.5,82,36,129,12.1,2.24,8.61,NaN,,40,6.594037135,pomegranate
Elleshpura,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.20666667,12.81694444,73,71,68,171,32,1.42,9.75,NaN,,42,6.859840821,pomegranate
Gajahalli,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2020,78.06666667,13.31527778,8.8,231,60,146.4,30.25,1.23,9.08,NaN,,44,6.56893406,pomegranate
Galaga,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2020,76.84138889,16.26722222,16,163.3,44,298.9,77.696,1.2,8.415,NaN,,40,6.769855664,pomegranate
Gerusoppa Kpc Colony,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.65555556,14.24722222,2.2,50,28,122,14.52,0,8.17,NaN,,44,7.130837931,pomegranate
Ghattarga,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.40916667,17.09333333,2.3,305.3,128,146.4,102.144,0.79,7.696,NaN,,36,5.740338002,pomegranate
G.Kundipatna,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.88111111,12.59027778,18.53,118,10,138,29.184,0.57,9.18,NaN,,43,5.843005428,pomegranate
Golgod,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2020,74.86305556,14.28666667,0.6,20,12,95,8.47,0,7.65,NaN,,42,6.648687274,pomegranate
Goliangadi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.99166667,13.54027778,3.1,14.2,4,18.3,1.21,0.330275,7.42,NaN,,42,6.902751061,pomegranate
Golihole,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.73611111,13.83416667,1.3,14.2,2,18.3,1.21,0,7.366,NaN,,40,6.608023872,pomegranate
Gonikoppal,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.94166667,12.21666667,1.4,42,62,115.9,29.184,0.155939,9.6,NaN,,36,6.828522375,pomegranate
Googi,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2020,76.63916667,16.38361111,3.3,127.8,22,414.8,21.888,3.66,8.19,NaN,,42,6.910374919,pomegranate
Gopadi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.65305556,13.68916667,5.6,7.1,2,42.7,1.21,0,7.186,NaN,,42,6.306605528,pomegranate
Gopalapura,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.88805556,12.55277778,1.4,67.45,94,161,25.536,0.36,7.8,NaN,,41,7.009180374,pomegranate
Gopishitta,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.2425,14.90944444,0,21.3,18,93,13,0,8.34,NaN,,40,6.297907579,pomegranate
Gotegali,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.3025,14.90388889,3.8,17.75,12,73.2,18.15,0.18,9.36,NaN,,39,6.728599215,pomegranate
Gudibandeii,CGWB,Karnataka,Kolar,Pennar Basin,Pennar Upper,2020,77.68416667,13.67611111,6.3,28.4,20,30.5,8.47,1.1,8.34,NaN,,38,6.965156738,pomegranate
Gudpalli,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2020,78.48,13.31333333,2.5,177.5,58,164.7,44.77,1.79,8.26,NaN,,44,5.578095745,pomegranate
Gummagola,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2020,75.15194444,15.59194444,12,110,36,158,36.48,1.39,8.12,5.55,,43,7.199504273,pomegranate
Gurmitkal1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Middle,2020,77.4,16.875,2.5,120.7,52,158.6,41.344,1.11,7.745,NaN,,35,5.841367187,pomegranate
Haathuru,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,75.88111111,12.17166667,1.06,21.3,54,170,21.888,0.155939,8.23,NaN,,36,6.710143266,pomegranate
Hadli,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,77.13333333,12.4,1.12,380,32,337,58.368,1.17,7.98,NaN,,41,5.972714857,pomegranate
Hagare,CGWB,Karnataka,Hassan,Krishna Basin,Tungabhadra Lower,2020,75.96944444,13.13638889,15,146,60,329,90,1.34,8.72,NaN,,43,5.561851831,pomegranate
Halbadi Jn,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.93472222,13.5175,2.9,28.4,4,18.3,2.42,0,7.107,NaN,,38,6.107054808,pomegranate
Haldihal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.96666667,17.225,3.1,134.9,40,390.4,92.416,0.88,7.902,NaN,,38,6.988035315,pomegranate
Haldipur,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.425,14.35416667,3.6,24.85,18,98,12.1,0,7.58,NaN,,37,7.13147457,pomegranate
Halkal,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.80194444,13.82638889,1.1,14.2,4,24.4,1.21,0,7.302,NaN,,41,7.086947687,pomegranate
Hampanur,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2020,76.16388889,14.35138889,15.6,284,36,201.3,76.482,0.45,7.947,NaN,,45,6.749260456,pomegranate
Hangarakatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.69166667,13.54166667,10.9,28.4,12,115.9,4.84,0.440367,8.107,NaN,,44,7.16300467,pomegranate
Hanumakoppa,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2020,75.1,14.7,5.1,209.45,72,134.2,60.8,0.31,8.12,4.61,,43,7.013481515,pomegranate
Hanumali,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2020,76.08472222,13.99722222,44.7,521.85,44,286.7,108.046,0.76,8.088,NaN,,37,5.648243649,pomegranate
Hapkarni,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.28333333,14.90277778,1.8,36,16,112,14.52,0.59,9.05,NaN,,41,6.610251186,pomegranate
HaralahalliA,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.67916667,12.49027778,7.9,54,10,152,15.808,1.16,9.01,NaN,,35,7.054313823,pomegranate
Harihalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.85583333,12.84083333,10,18,24,49,10,1.43,8.7,NaN,,39,6.026999326,pomegranate
Harlakudi,CGWB,Karnataka,Hassan,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,75.74277778,12.95666667,2,21,52,134,10,1.44,8.21,NaN,,43,5.779427402,pomegranate
Hebbal B,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2020,76.59777778,16.48194444,61.7,284,54,469.7,42.56,3.76,8.022,NaN,,45,6.535244251,pomegranate
Hematemane,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2020,74.85833333,14.22916667,1.4,8,12,55,3.63,0,7.68,NaN,,36,5.684995235,pomegranate
Hennali,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.83388889,12.83111111,3,18,24,61,12,1.45,8.67,NaN,,44,6.12476108,pomegranate
Heravanadu,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.70833333,12.37916667,1.49,42.6,30,48.8,14.592,0.08,8.24,NaN,,42,6.999014379,pomegranate
Hirekerur (A),CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2020,75.41666667,14.45,8.9,159.75,90,219.6,17.024,0.78,8.18,NaN,,37,6.277148771,pomegranate
Hirematha,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.43527778,14.26333333,5.6,29,20,108,15,0,8.19,NaN,,44,6.322396027,pomegranate
Holenarsipur,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.25833333,12.79166667,6,64,44,61,27,1.48,9.42,NaN,,40,5.956401828,pomegranate
Honakona,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.18416667,14.89111111,3,27,18,96,14.52,0.39,8.37,NaN,,44,6.591302797,pomegranate
Honnegowdanahalli,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2020,76.62194444,11.76,1.5,62,32,183,29.04,0.67,7.71,7.62,,42,7.104094929,pomegranate
Hosalli,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2020,74.89166667,14.25277778,0.6,14.2,22,79.3,2.42,0,7.7,NaN,,40,6.407872061,pomegranate
Hosapalya,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.95,12.93333333,12,96,96,177,36,1.41,8.58,NaN,,37,6.658402594,pomegranate
Hosapatna,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.90388889,12.38138889,1.68,60.35,42,146.4,38.912,0.3,8.26,NaN,,36,6.276038961,pomegranate
Hosuru Betekeri,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.88111111,12.22138889,1.09,21.3,32,170.8,18.24,0,7.6,NaN,,37,6.825256236,pomegranate
Huda,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,77.28472222,17.17916667,31.2,170.4,48,244,19.456,0.44,8.024,NaN,,35,6.368560522,pomegranate
Hulikal,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.04305556,12.69833333,102,60,28,159,36,1.4,9.24,NaN,,38,7.005410734,pomegranate
Hulkoti,CGWB,Karnataka,Gadag,Krishna Basin,Krishna Upper,2020,75.55,15.42916667,6,260,42,460,44.992,1.74545,8.16,6.25,,41,6.897368477,pomegranate
Hullahally,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.75277778,12.90361111,2,21,24,85,12,1.43,7.73,NaN,,36,6.152906502,pomegranate
Hunnada Doddi,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,77.0325,12.52055556,3.8,152,32,341.624,34.048,0.95,7.955,NaN,,44,5.744361602,pomegranate
Hunsemakki,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.78166667,13.59,0.98,14.2,4,12.2,1.21,0,9.17,NaN,,43,7.051654924,pomegranate
Idagunji,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.49444444,14.22777778,2,17.75,10,91.5,15.73,0,7.51,NaN,,45,6.034612928,pomegranate
Idooru Kunjadi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.78277778,13.75444444,2.8,7.1,6,103.7,4.84,0,7.768,NaN,,45,6.924490731,pomegranate
Igoor,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.84555556,12.53611111,1.43,24.85,62,176.9,31.616,0.4,8.4,NaN,,42,6.887005997,pomegranate
Ilhal,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2020,75.96555556,15.96166667,56.9,56.8,12,256.2,41.276,0.94,8.895,NaN,,38,6.8444019,pomegranate
Islur,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2020,74.88333333,14.68333333,16,53,24,162,20.57,0.41,8.82,NaN,,42,5.786058032,pomegranate
Itagi,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Upper,2020,75.96861111,15.44361111,115,930,42,390,62.016,0.94,8.18,NaN,,40,5.627186257,pomegranate
Janekal,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2020,76.95388889,16.01527778,413,1263.8,164,286.7,267.08,0.18,8.025,NaN,,41,5.700088663,pomegranate
Jeratgi,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.45,17.01666667,2.2,142,32,170.8,17.024,1.02,8.398,NaN,,36,5.567805185,pomegranate
Jogur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.61666667,17.10833333,3.7,184.6,60,207.4,55.936,2.29,7.823,NaN,,45,6.077886012,pomegranate
Joida,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.475,15.16666667,2,28.4,28,152,6.05,0.43,8.21,NaN,,45,6.397995609,pomegranate
Kaarekaadu,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.89888889,12.21138889,1.43,35.5,10,121,29.184,0.114355,8.1,NaN,,43,5.767372539,pomegranate
Kabbinahakkalu,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.67638889,14.25972222,2,10.65,8,91.5,12.1,0,7.75,NaN,,39,7.079973241,pomegranate
Kadanga,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.74111111,12.22416667,1.07,28.4,40,142,23.104,0.223513,8,NaN,,36,5.893332378,pomegranate
Kadanur,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.7625,12.20833333,2,38,64,140.3,18.24,0,8.23,NaN,,38,7.058222596,pomegranate
Kadra,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.34861111,14.825,0.6,17.75,14,123,10,0.32,8.4,NaN,,41,5.78270695,pomegranate
Kakargal,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2020,77.06666667,16.35,2.7,142,32,347.7,41.276,4.8,8.745,NaN,,35,6.269663963,pomegranate
Kakkabe,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.64305556,12.25472222,1.1,17.75,66,107,14.592,0.291086,8.1,NaN,,35,5.892913826,pomegranate
Kakkeri,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2020,76.58333333,16.36666667,20.3,113.6,44,323.3,48.64,4.28,8.102,NaN,,45,7.116538883,pomegranate
Kalamangi,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Middle,2020,77.27083333,16.27083333,6.2,191.7,48,695.4,65.556,4.2,8.481,NaN,,41,6.430163481,pomegranate
Kallahallimandya,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.86666667,12.5,1.34,95.85,100,342.062,4.864,1.23,8.87,NaN,,45,7.159520979,pomegranate
Kamalanagar,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.75833333,17.575,1,284,76,134.2,99.712,0.94,8.065,NaN,,39,6.431265737,pomegranate
Kamalapur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.98333333,17.58333333,4.6,35.5,28,109.8,38.912,1.06,8.563,NaN,,37,6.082571701,pomegranate
Kanagod,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2020,74.93916667,14.38944444,3.2,32,8,102,18.15,0,7.64,NaN,,46,6.149934034,banana
Kanakgiri,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2020,76.41666667,15.56666667,6,105,32,420,26.752,2.81,8.17,NaN,,50,5.849076099,banana
Kandikheri,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2020,77.36861111,18.23972222,16,103,38,189,33.88,0.75,8.47,NaN,,53,6.276800323,banana
Kandlur,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.76638889,13.6375,8.7,26.27,12,150,7.26,0.146789,8.009,NaN,,54,5.926824754,banana
Kannegeri,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.735,15.05722222,5.4,37,22,121,10.89,0.44,9.44,NaN,,49,5.519088423,banana
Kansur1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.84166667,14.51666667,9,71,20,73.2,10.89,0.34,9.46,NaN,,53,6.079178788,banana
Karahari,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.78333333,17.60833333,2.5,85.2,20,231.8,60.8,0.86,8.001,NaN,,55,6.13465588,banana
Karatgi,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2020,76.65833333,15.60833333,73,198,36,267,48.64,0.75,8.28,NaN,,53,5.808497604,banana
Kardi (A),CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2020,76.17916667,16.1,9.1,631.9,84,524.6,82.552,3.25,8.51,NaN,,55,5.891458107,banana
Karebylu,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.87916667,13.63055556,4,9.23,4,36.6,1.21,0.0550459,7.536,NaN,,52,5.816622479,banana
Karje,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.87583333,13.42694444,3.4,14.2,4,48.8,1.21,0,7.58,NaN,,52,5.843163161,banana
Karwar1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.13333333,14.8,13.8,46.15,26,156,15,1.67,8.06,NaN,,54,6.376756633,banana
Kawalga1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.71666667,17.16666667,5.5,170.4,48,158.6,31.616,1.49,8.03,NaN,,50,5.623615687,banana
Keilolli,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2020,78.29,13.12,19,74.55,26,183,10.89,0.13,8.71,NaN,,53,5.91505509,banana
Kekan Halla,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2020,76.64166667,11.63333333,5,82,34,115.9,26.62,1.27,8.58,NaN,,49,6.458714879,banana
Kelagadale,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.82916667,12.96888889,5,21,32,122,10,1.46,7.8,NaN,,55,5.565028635,banana
Kembhavi1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2020,76.53333333,16.64583333,3.5,63.9,34,115.9,13.376,1.41,7.772,NaN,,47,6.211833161,banana
Kenchammana Hoskote,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.85833333,12.85833333,12,21,56,244,19,1.39,7.47,NaN,,45,6.490074429,banana
Keni,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.28888889,14.66944444,5,21.3,22,79.3,13.31,0.12,8.53,NaN,,45,5.590236025,banana
Keralapura,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.17444444,12.58166667,73,53,52,305,56,1.42,9.36,NaN,,48,6.225225239,banana
